"","index","SubjectID","Session","SessionCode","Trial","ProgFI","ObtFI","Lat","Breakpoint"
"6456",50,30,13,2,51,20,20.13,3.79,7.73
"6457",51,30,13,2,52,20,24.64,24.64,24.64
"6458",52,30,13,2,53,20,20.18,1.61,7.93
"6459",53,30,13,2,54,20,20.35,3.03,4.11
"6460",54,30,13,2,55,20,20.07,2.4,5.18
"6461",55,30,13,2,56,20,20.39,2.11,3.41
"6462",56,30,13,2,57,20,20.28,1.81,3.31
"6463",57,30,13,2,58,20,20.12,0.7,7.55
"6464",58,30,13,2,59,20,20.38,2.29,5.21
"6465",59,30,13,2,60,20,20.1,5.81,5.81
"6466",60,30,13,2,61,20,20.75,3.06,3.61
"6467",0,31,13,2,1,40,40.56,0.67,14.6
"6468",1,31,13,2,2,40,41.99,0.68,9.71
"6469",2,31,13,2,3,40,40.91,1.13,24.2
"6470",3,31,13,2,4,40,41.5,1.95,13.3
"6471",4,31,13,2,5,40,40.29,1.05,30.41
"6472",5,31,13,2,6,40,40.68,4.79,5.8
"6473",6,31,13,2,7,40,40.2,9.87,9.87
"6474",7,31,13,2,8,40,40.2,8.47,9.38
"6475",8,31,13,2,9,40,40.57,3.24,10.4
"6476",9,31,13,2,10,40,40.36,9.98,22.53
"6477",10,31,13,2,11,40,40.46,5.42,7.87
"6478",11,31,13,2,12,40,40.27,7.64,8.64
"6479",12,31,13,2,13,40,40.46,5.83,6.66
"6480",13,31,13,2,14,40,40.76,15.72,15.72
"6481",14,31,13,2,15,40,40.53,8.02,21.17
"6482",15,31,13,2,16,40,40.55,9.61,12.89
"6483",16,31,13,2,17,40,40.2,5.27,26.8
"6484",17,31,13,2,18,40,40.25,24,24
"6485",18,31,13,2,19,40,40.05,5.81,8.74
"6486",19,31,13,2,20,40,40.05,9.3,9.3
"6487",20,31,13,2,21,40,40.84,5.38,9.46
"6488",21,31,13,2,22,40,40.06,18.95,18.95
"6489",22,31,13,2,23,40,40.41,3.45,7.54
"6490",23,31,13,2,24,40,41.01,5.4,9.82
"6491",24,31,13,2,25,40,40.27,3.94,15.64
"6492",25,31,13,2,26,40,40.03,20.49,23.71
"6493",26,31,13,2,27,40,40.21,4.33,5.64
"6494",27,31,13,2,28,40,40.86,5.31,7.54
"6495",28,31,13,2,29,40,40.13,13.37,17.38
"6496",29,31,13,2,30,40,40.11,5.83,9.86
"6497",30,31,13,2,31,40,40.7,4.16,5.04
"6498",31,31,13,2,32,40,40.82,17.73,19
"6499",32,31,13,2,33,40,40.06,4.37,5.45
"6500",33,31,13,2,34,40,40.06,6.42,20.79
"6501",34,31,13,2,35,40,40.65,5.45,6.87
"6502",35,31,13,2,36,40,40.29,5.04,6.85
"6503",36,31,13,2,37,40,40.17,26.25,27.83
"6504",37,31,13,2,38,40,40.65,10.09,10.09
"6505",38,31,13,2,39,40,40.45,4.18,5.39
"6506",39,31,13,2,40,40,40.28,7.81,16.66
"6507",40,31,13,2,41,40,40.56,22.24,22.24
"6508",41,31,13,2,42,40,41.31,6.61,6.61
"6509",42,31,13,2,43,40,40.07,4.36,8.65
"6510",43,31,13,2,44,40,40.05,10.09,10.09
"6511",44,31,13,2,45,40,40.21,5.89,6.81
"6512",45,31,13,2,46,40,40.19,4.12,8.62
"6513",46,31,13,2,47,40,40.9,9.65,21.05
"6514",47,31,13,2,48,40,40.1,23.89,23.89
"6515",48,31,13,2,49,40,40.95,4.42,8.04
"6516",49,31,13,2,50,40,40.03,10.95,11.66
"6517",50,31,13,2,51,40,40.28,11.87,11.87
"6518",51,31,13,2,52,40,40.43,2.92,13.12
"6519",52,31,13,2,53,40,40.3,10.98,12.05
"6520",53,31,13,2,54,40,40.03,17.08,17.08
"6521",54,31,13,2,55,40,40.87,16.07,16.07
"6522",55,31,13,2,56,40,40.27,19.52,20.51
"6523",56,31,13,2,57,40,40.53,3.76,7.67
"6524",57,31,13,2,58,40,40.22,7.95,14.47
"6525",58,31,13,2,59,40,40.69,27.06,27.06
"6526",59,31,13,2,60,40,40.09,4.15,10.81
"6527",60,31,13,2,61,40,40.88,8.8,9.68
"6528",0,32,13,2,1,20,20.25,0.81,9.57
"6529",1,32,13,2,2,20,20.22,0.88,9.42
"6530",2,32,13,2,3,20,20.49,1.6,13.21
"6531",3,32,13,2,4,20,21.11,0.98,13.09
"6532",4,32,13,2,5,20,23.07,3.11,4.01
"6533",5,32,13,2,6,20,20.22,2.52,13.83
"6534",6,32,13,2,7,20,20.1,1.39,8.64
"6535",7,32,13,2,8,20,20.69,9.68,9.68
"6536",8,32,13,2,9,20,20.02,2.92,2.92
"6537",9,32,13,2,10,20,20.22,2.39,2.39
"6538",10,32,13,2,11,20,20.51,0.64,8.95
"6539",11,32,13,2,12,20,20.28,0.85,11.15
"6540",12,32,13,2,13,20,20.64,9.02,9.02
"6541",13,32,13,2,14,20,20.52,2.26,3.2
"6542",14,32,13,2,15,20,20.4,1.58,6.27
"6543",15,32,13,2,16,20,20.03,1.26,4.56
"6544",16,32,13,2,17,20,20.37,1.91,8.48
"6545",17,32,13,2,18,20,21.14,1.42,7.49
"6546",18,32,13,2,19,20,20.51,0.64,14.41
"6547",19,32,13,2,20,20,20.8,2.31,2.31
"6548",20,32,13,2,21,20,20.44,0.87,3.59
"6549",21,32,13,2,22,20,20.35,1.15,7.82
"6550",22,32,13,2,23,20,20.3,2.7,15.07
"6551",23,32,13,2,24,20,20.21,2.02,5.23
"6552",24,32,13,2,25,20,20.51,1.73,4.84
"6553",25,32,13,2,26,20,20.31,11.65,11.65
"6554",26,32,13,2,27,20,20.48,2.1,4.27
"6555",27,32,13,2,28,20,20.37,0.97,5.36
"6556",28,32,13,2,29,20,20.28,5.6,9.45
"6557",29,32,13,2,30,20,20.28,2.29,2.29
"6558",30,32,13,2,31,20,20.61,1.56,3.77
"6559",31,32,13,2,32,20,20.47,1.78,4.27
"6560",32,32,13,2,33,20,20.26,3.62,5.6
"6561",33,32,13,2,34,20,20.59,9.69,9.69
"6562",34,32,13,2,35,20,20.14,1.12,9.55
"6563",35,32,13,2,36,20,20.64,0.82,14.08
"6564",36,32,13,2,37,20,20.46,1.74,7.31
"6565",37,32,13,2,38,20,20.12,2.42,14.85
"6566",38,32,13,2,39,20,20.06,1.31,8.01
"6567",39,32,13,2,40,20,20.07,1.02,5.89
"6568",40,32,13,2,41,20,20.46,0.98,10.48
"6569",41,32,13,2,42,20,20.42,0.94,14.45
"6570",42,32,13,2,43,20,20.16,1.37,9.83
"6571",43,32,13,2,44,20,20.08,1.68,6.47
"6572",44,32,13,2,45,20,20.13,1.93,6.08
"6573",45,32,13,2,46,20,20.16,2.21,8.35
"6574",46,32,13,2,47,20,20.13,1.18,12.93
"6575",47,32,13,2,48,20,20.72,1.7,7.5
"6576",48,32,13,2,49,20,20.57,1.25,16.24
"6577",49,32,13,2,50,20,20.39,0.72,12.51
"6578",50,32,13,2,51,20,20.23,2.64,4.11
"6579",51,32,13,2,52,20,20.26,2.03,11.71
"6580",52,32,13,2,53,20,20.4,1.79,12.41
"6581",53,32,13,2,54,20,20.35,1.27,7.33
"6582",54,32,13,2,55,20,20.81,1.47,15.87
"6583",55,32,13,2,56,20,20.39,1.3,5.73
"6584",56,32,13,2,57,20,20.14,1.8,4.94
"6585",57,32,13,2,58,20,20.79,2.62,6.05
"6586",58,32,13,2,59,20,20.05,1.77,5.06
"6587",59,32,13,2,60,20,20.19,0.58,12.89
"6588",60,32,13,2,61,20,20.48,9.6,9.6
"6589",0,33,13,2,1,20,20.23,1.78,12.45
"6590",1,33,13,2,2,20,20.37,2.16,7.85
"6591",2,33,13,2,3,20,20.07,10.68,10.68
"6592",3,33,13,2,4,20,20.13,1.45,4.59
"6593",4,33,13,2,5,20,20.53,1.11,18.21
"6594",5,33,13,2,6,20,20.16,3.55,10.94
"6595",6,33,13,2,7,20,20.31,1.42,13.48
"6596",7,33,13,2,8,20,20.12,7.74,11.7
"6597",8,33,13,2,9,20,20.1,9.78,10.98
"6598",9,33,13,2,10,20,20.08,1.39,4.2
"6599",10,33,13,2,11,20,20.1,1.34,8.55
"6600",11,33,13,2,12,20,20.19,6.88,12.31
"6601",12,33,13,2,13,20,20.15,12.27,12.27
"6602",13,33,13,2,14,20,20.17,1.22,1.87
"6603",14,33,13,2,15,20,20.41,9.04,9.78
"6604",15,33,13,2,16,20,20.62,2.06,17.64
"6605",16,33,13,2,17,20,20.58,11.41,11.41
"6606",17,33,13,2,18,20,20.04,1.22,2.38
"6607",18,33,13,2,19,20,20.2,12.84,12.84
"6608",19,33,13,2,20,20,21.01,4.13,5.58
"6609",20,33,13,2,21,20,20.08,10.05,10.05
"6610",21,33,13,2,22,20,20.88,3.82,6.88
"6611",22,33,13,2,23,20,20.2,3.28,9.57
"6612",23,33,13,2,24,20,20.52,8.96,8.96
"6613",24,33,13,2,25,20,20.46,9.3,9.3
"6614",25,33,13,2,26,20,20.48,5.87,5.87
"6615",26,33,13,2,27,20,20.19,10.6,10.6
"6616",27,33,13,2,28,20,20.89,3.61,3.61
"6617",28,33,13,2,29,20,20.21,7.23,7.23
"6618",29,33,13,2,30,20,20.16,7.94,7.94
"6619",30,33,13,2,31,20,20.24,4.91,4.91
"6620",31,33,13,2,32,20,20.48,3.74,3.74
"6621",32,33,13,2,33,20,20.31,4.88,4.88
"6622",33,33,13,2,34,20,20.69,15.03,15.03
"6623",34,33,13,2,35,20,20.31,2.27,2.27
"6624",35,33,13,2,36,20,20.21,13.32,13.32
"6625",36,33,13,2,37,20,20.96,5.27,5.27
"6626",37,33,13,2,38,20,20.06,2.94,2.94
"6627",38,33,13,2,39,20,20.15,3.17,3.17
"6628",39,33,13,2,40,20,20.83,7.46,7.46
"6629",40,33,13,2,41,20,20.88,4.31,6.01
"6630",41,33,13,2,42,20,20.54,3.28,3.28
"6631",42,33,13,2,43,20,20.08,3.26,3.26
"6632",43,33,13,2,44,20,20.37,5.32,5.32
"6633",44,33,13,2,45,20,20.99,4.63,10.67
"6634",45,33,13,2,46,20,20.24,14.72,14.72
"6635",46,33,13,2,47,20,20.8,7.43,7.43
"6636",47,33,13,2,48,20,20.24,2.92,3.55
"6637",48,33,13,2,49,20,20.34,5.6,8.63
"6638",49,33,13,2,50,20,20.1,5.15,5.15
"6639",50,33,13,2,51,20,20.21,5.76,8.49
"6640",51,33,13,2,52,20,20.49,6.44,6.44
"6641",52,33,13,2,53,20,21.2,3.64,6.93
"6642",53,33,13,2,54,20,20.23,3.36,3.36
"6643",54,33,13,2,55,20,20.27,3.52,5.96
"6644",55,33,13,2,56,20,20.13,17.01,17.01
"6645",56,33,13,2,57,20,20.58,8.23,8.23
"6646",57,33,13,2,58,20,20.35,2.69,7.65
"6647",58,33,13,2,59,20,20.3,5.99,5.99
"6648",59,33,13,2,60,20,20.32,3.29,3.29
"6649",60,33,13,2,61,20,20.26,3.64,3.64
"6650",0,34,13,2,1,40,40.66,7.57,7.57
"6651",1,34,13,2,2,40,46.45,6.9,9.73
"6652",2,34,13,2,3,40,40.24,2.35,17.6
"6653",3,34,13,2,4,40,43.09,2.44,26.09
"6654",4,34,13,2,5,40,40.07,2.34,22.22
"6655",5,34,13,2,6,40,40.03,2.17,30.84
"6656",6,34,13,2,7,40,45.95,14.98,17.11
"6657",7,34,13,2,8,40,60.93,4.89,30.36
"6658",8,34,13,2,9,40,41.04,8.09,8.09
"6659",9,34,13,2,10,40,44.91,0.84,32.75
"6660",10,34,13,2,11,40,40.38,0.97,18.83
"6661",11,34,13,2,12,40,41.67,2,35.38
"6662",12,34,13,2,13,40,40.49,2.19,18.62
"6663",13,34,13,2,14,40,40.28,0.84,19.75
"6664",14,34,13,2,15,40,40.54,0.74,27.71
"6665",15,34,13,2,16,40,40.05,0.57,14.9
"6666",16,34,13,2,17,40,40.39,0.89,12.02
"6667",17,34,13,2,18,40,42.06,0.39,23.6
"6668",18,34,13,2,19,40,40.02,0.58,21.58
"6669",19,34,13,2,20,40,40.15,0.94,10.83
"6670",20,34,13,2,21,40,45.78,3.15,34.68
"6671",21,34,13,2,22,40,40.09,4.01,31.28
"6672",22,34,13,2,23,40,40.61,1.73,18.52
"6673",23,34,13,2,24,40,40.23,0.53,12.59
"6674",24,34,13,2,25,40,41,0.67,34.73
"6675",25,34,13,2,26,40,40.1,3.04,11.12
"6676",26,34,13,2,27,40,40.28,0.94,10.88
"6677",27,34,13,2,28,40,40.1,1.1,33.09
"6678",28,34,13,2,29,40,42.62,0.83,9.63
"6679",29,34,13,2,30,40,40.38,0.85,6.68
"6680",30,34,13,2,31,40,40.35,0.63,22.98
"6681",31,34,13,2,32,40,40.28,0.87,12.04
"6682",32,34,13,2,33,40,40.09,1.09,17.58
"6683",33,34,13,2,34,40,40.27,5.49,5.49
"6684",34,34,13,2,35,40,40.17,2.53,7.89
"6685",35,34,13,2,36,40,40.41,0.53,6.35
"6686",36,34,13,2,37,40,40.58,2.07,2.07
"6687",37,34,13,2,38,40,40.18,4.25,6.55
"6688",38,34,13,2,39,40,40.51,1.94,4.44
"6689",39,34,13,2,40,40,40.48,14.1,14.1
"6690",40,34,13,2,41,40,40.14,1.26,5.98
"6691",41,34,13,2,42,40,40.42,1.56,19.67
"6692",42,34,13,2,43,40,40.96,8.5,8.5
"6693",43,34,13,2,44,40,40.39,5.58,7.19
"6694",44,34,13,2,45,40,40.12,1.87,26.51
"6695",45,34,13,2,46,40,40.03,8.33,30.47
"6696",46,34,13,2,47,40,40.2,6.81,10.52
"6697",47,34,13,2,48,40,40.28,0.96,16.61
"6698",48,34,13,2,49,40,40.4,2.15,12.18
"6699",49,34,13,2,50,40,40.3,3.6,3.6
"6700",50,34,13,2,51,40,40.08,17.13,17.13
"6701",51,34,13,2,52,40,40.66,6.46,8.78
"6702",52,34,13,2,53,40,40.83,1.33,12.56
"6703",53,34,13,2,54,40,40.09,1.69,9.14
"6704",54,34,13,2,55,40,41.34,5.94,7.61
"6705",55,34,13,2,56,40,40.54,8.81,8.81
"6706",56,34,13,2,57,40,40.21,10.46,10.46
"6707",57,34,13,2,58,40,40.03,10.19,10.19
"6708",58,34,13,2,59,40,40.02,2.1,9.01
"6709",59,34,13,2,60,40,40.74,5.75,5.75
"6710",60,34,13,2,61,40,40.71,7.88,11.06
"6711",0,35,13,2,1,20,20.2,5.43,5.43
"6712",1,35,13,2,2,20,21.13,0.86,13.99
"6713",2,35,13,2,3,20,20.07,0.85,16.54
"6714",3,35,13,2,4,20,20.52,2.01,6.68
"6715",4,35,13,2,5,20,20.14,1.21,8.49
"6716",5,35,13,2,6,20,20.05,1.01,7.96
"6717",6,35,13,2,7,20,21.63,3.5,3.5
"6718",7,35,13,2,8,20,20.59,0.75,5.75
"6719",8,35,13,2,9,20,20.27,4.96,4.96
"6720",9,35,13,2,10,20,22.21,4.14,4.14
"6721",10,35,13,2,11,20,20.02,0.72,13.7
"6722",11,35,13,2,12,20,20.78,1.01,4.51
"6723",12,35,13,2,13,20,20.52,0.87,17.13
"6724",13,35,13,2,14,20,20.73,1.33,16.94
"6725",14,35,13,2,15,20,20.73,0.79,7.05
"6726",15,35,13,2,16,20,20.27,3.59,3.59
"6727",16,35,13,2,17,20,20.18,0.92,11.21
"6728",17,35,13,2,18,20,23.81,3.19,19.59
"6729",18,35,13,2,19,20,20.45,1.03,14.07
"6730",19,35,13,2,20,20,20.56,3.27,9.66
"6731",20,35,13,2,21,20,21.16,0.5,11.21
"6732",21,35,13,2,22,20,20.43,1.04,11.12
"6733",22,35,13,2,23,20,20.17,1.52,8.42
"6734",23,35,13,2,24,20,21.15,2.25,17.83
"6735",24,35,13,2,25,20,23.61,1.12,19.82
"6736",25,35,13,2,26,20,22.77,5.38,15.43
"6737",26,35,13,2,27,20,20.36,0.89,15.62
"6738",27,35,13,2,28,20,20.26,1.28,5
"6739",28,35,13,2,29,20,20.26,1.44,8.25
"6740",29,35,13,2,30,20,20.63,10.14,10.14
"6741",30,35,13,2,31,20,20.13,5.91,5.91
"6742",31,35,13,2,32,20,20.15,4.82,5.64
"6743",32,35,13,2,33,20,20.18,3.85,3.85
"6744",33,35,13,2,34,20,20.57,6.81,6.81
"6745",34,35,13,2,35,20,20.73,2.86,2.86
"6746",35,35,13,2,36,20,20.1,2.83,5.18
"6747",36,35,13,2,37,20,20.3,1.16,17.55
"6748",37,35,13,2,38,20,20.34,1.27,12.39
"6749",38,35,13,2,39,20,20.48,7.37,7.37
"6750",39,35,13,2,40,20,59.74,59.74,59.74
"6751",40,35,13,2,41,20,20.31,2.46,2.46
"6752",41,35,13,2,42,20,20.04,1.16,10.89
"6753",42,35,13,2,43,20,20.2,1.9,7.63
"6754",43,35,13,2,44,20,21.46,2.25,15.6
"6755",44,35,13,2,45,20,20.61,1.05,6.51
"6756",45,35,13,2,46,20,20.41,9.66,9.66
"6757",46,35,13,2,47,20,20.16,3.93,6.8
"6758",47,35,13,2,48,20,20.06,3.99,3.99
"6759",48,35,13,2,49,20,20.36,7.64,7.64
"6760",49,35,13,2,50,20,20.79,13.18,13.18
"6761",50,35,13,2,51,20,20.23,1.67,3.69
"6762",51,35,13,2,52,20,20.39,3.76,3.76
"6763",52,35,13,2,53,20,20.2,1.27,11.09
"6764",53,35,13,2,54,20,20.43,6.97,6.97
"6765",54,35,13,2,55,20,20.05,2.54,7.06
"6766",55,35,13,2,56,20,20.23,14.51,14.51
"6767",56,35,13,2,57,20,20.1,10.65,10.65
"6768",57,35,13,2,58,20,23.57,23.57,23.57
"6769",58,35,13,2,59,20,20.17,12.02,12.02
"6770",59,35,13,2,60,20,20.51,1.92,11.59
"6771",60,35,13,2,61,20,20.09,2.37,5.87
"6772",0,36,13,2,1,40,40.34,1.22,21.38
"6773",1,36,13,2,2,40,41.3,6.24,6.24
"6774",2,36,13,2,3,40,41.78,3.23,14.61
"6775",3,36,13,2,4,40,42.51,2.72,22.13
"6776",4,36,13,2,5,40,42.2,6.6,17.66
"6777",5,36,13,2,6,40,45.19,0.81,19.17
"6778",6,36,13,2,7,40,42.68,3.75,15.92
"6779",7,36,13,2,8,40,40.19,3.63,30.66
"6780",8,36,13,2,9,40,41.04,9.8,9.8
"6781",9,36,13,2,10,40,46.41,1.53,22.98
"6782",10,36,13,2,11,40,43.52,4.48,27.56
"6783",11,36,13,2,12,40,41.26,2.81,22.25
"6784",12,36,13,2,13,40,40.43,5.73,11.66
"6785",13,36,13,2,14,40,46.15,4.52,25.48
"6786",14,36,13,2,15,40,44.4,5.96,13.33
"6787",15,36,13,2,16,40,42.25,2.66,26.98
"6788",16,36,13,2,17,40,40.92,5.6,22.07
"6789",17,36,13,2,18,40,40.61,0.73,20.73
"6790",18,36,13,2,19,40,42.51,4.88,19.39
"6791",19,36,13,2,20,40,42.52,7.05,15.84
"6792",20,36,13,2,21,40,40.21,3.52,5.84
"6793",21,36,13,2,22,40,40.48,3.98,15.79
"6794",22,36,13,2,23,40,40.24,3.08,24.81
"6795",23,36,13,2,24,40,45.85,2.46,29.29
"6796",24,36,13,2,25,40,41.09,5.16,27.87
"6797",25,36,13,2,26,40,40.69,1.74,24.16
"6798",26,36,13,2,27,40,45.54,2.98,18.65
"6799",27,36,13,2,28,40,46,3.08,38.3
"6800",28,36,13,2,29,40,42.42,9.27,32.94
"6801",29,36,13,2,30,40,40.38,2.43,33.3
"6802",30,36,13,2,31,40,40.43,9.46,16.32
"6803",31,36,13,2,32,40,40.97,6.03,19.35
"6804",32,36,13,2,33,40,41.33,3.89,21.38
"6805",33,36,13,2,34,40,43.63,4.32,23.99
"6806",34,36,13,2,35,40,40.4,0.83,18.26
"6807",35,36,13,2,36,40,43.93,3.91,31.64
"6808",36,36,13,2,37,40,41.26,3.33,28.77
"6809",37,36,13,2,38,40,40.2,1.53,20.86
"6810",38,36,13,2,39,40,40.14,6.52,6.52
"6811",39,36,13,2,40,40,40.02,0.93,10.92
"6812",40,36,13,2,41,40,40.37,0.78,33.86
"6813",41,36,13,2,42,40,40.87,2.33,33.1
"6814",42,36,13,2,43,40,41.03,9.29,9.29
"6815",43,36,13,2,44,40,40.8,1.82,28.22
"6816",44,36,13,2,45,40,41.99,2.76,27.39
"6817",45,36,13,2,46,40,40.25,3,9.71
"6818",46,36,13,2,47,40,42.53,13.6,13.6
"6819",47,36,13,2,48,40,40.55,2.76,24.67
"6820",48,36,13,2,49,40,40.29,3.63,31.47
"6821",49,36,13,2,50,40,40.16,2.64,16.4
"6822",50,36,13,2,51,40,40.15,13.53,13.53
"6823",51,36,13,2,52,40,41.87,5.09,5.09
"6824",52,36,13,2,53,40,40.82,5.29,22.82
"6825",53,36,13,2,54,40,40.18,1.53,16.16
"6826",54,36,13,2,55,40,40.13,2.04,12.58
"6827",55,36,13,2,56,40,40.1,4.35,17.2
"6828",56,36,13,2,57,40,42.68,2.05,31.17
"6829",57,36,13,2,58,40,40.08,3.21,32.9
"6830",58,36,13,2,59,40,44.91,4.26,34.87
"6831",59,36,13,2,60,40,40.5,5.33,17.88
"6832",60,36,13,2,61,40,40.18,10.25,10.25
"6833",0,21,14,2,1,20,20.16,2.43,7.23
"6834",1,21,14,2,2,20,20.42,1.73,10.58
"6835",2,21,14,2,3,20,20.59,2.61,10.29
"6836",3,21,14,2,4,20,22.71,7.26,7.26
"6837",4,21,14,2,5,20,21.29,8.62,8.62
"6838",5,21,14,2,6,20,20.31,0.79,12.92
"6839",6,21,14,2,7,20,20.49,8.17,8.17
"6840",7,21,14,2,8,20,20.25,2.44,11.08
"6841",8,21,14,2,9,20,21.54,0.5,3.4
"6842",9,21,14,2,10,20,21.04,1.93,11.49
"6843",10,21,14,2,11,20,20.77,1.66,7.88
"6844",11,21,14,2,12,20,20.07,4.99,10.01
"6845",12,21,14,2,13,20,20.28,1.64,9.61
"6846",13,21,14,2,14,20,20.57,2.12,7.13
"6847",14,21,14,2,15,20,21.02,6.66,6.66
"6848",15,21,14,2,16,20,20.98,3.68,7.05
"6849",16,21,14,2,17,20,20.45,1.27,6.37
"6850",17,21,14,2,18,20,20.09,2.31,8.46
"6851",18,21,14,2,19,20,20.2,10.95,14.28
"6852",19,21,14,2,20,20,20.44,0.93,11.19
"6853",20,21,14,2,21,20,20.19,1.64,6.16
"6854",21,21,14,2,22,20,20.41,1.99,7.52
"6855",22,21,14,2,23,20,20.08,4.29,12.71
"6856",23,21,14,2,24,20,20.27,6.13,11.67
"6857",24,21,14,2,25,20,20.76,15.12,15.12
"6858",25,21,14,2,26,20,20.13,2.83,8.87
"6859",26,21,14,2,27,20,20.58,5.22,10.22
"6860",27,21,14,2,28,20,20.15,10.54,10.54
"6861",28,21,14,2,29,20,23.09,2.52,8.12
"6862",29,21,14,2,30,20,20.15,0.7,11.83
"6863",30,21,14,2,31,20,20.44,1.72,11.88
"6864",31,21,14,2,32,20,20.19,2.3,5.56
"6865",32,21,14,2,33,20,20.47,2.6,10.41
"6866",33,21,14,2,34,20,20.78,1.22,3.26
"6867",34,21,14,2,35,20,20.28,1.53,9.36
"6868",35,21,14,2,36,20,20.89,1.6,6.91
"6869",36,21,14,2,37,20,20.34,15.74,15.74
"6870",37,21,14,2,38,20,20.43,3.29,6.82
"6871",38,21,14,2,39,20,20.12,1.55,8.18
"6872",39,21,14,2,40,20,20.08,1.28,8.22
"6873",40,21,14,2,41,20,20.02,10.04,10.04
"6874",41,21,14,2,42,20,20.34,1.72,9.71
"6875",42,21,14,2,43,20,21.09,1.88,5.97
"6876",43,21,14,2,44,20,20.26,2.39,14.53
"6877",44,21,14,2,45,20,20.32,1.31,7.78
"6878",45,21,14,2,46,20,22.22,1.17,8.28
"6879",46,21,14,2,47,20,20.27,1.36,13.59
"6880",47,21,14,2,48,20,20.27,4.09,9.53
"6881",48,21,14,2,49,20,20.09,1.02,7.44
"6882",49,21,14,2,50,20,20.62,1.91,8.18
"6883",50,21,14,2,51,20,20.56,5.21,12.21
"6884",51,21,14,2,52,20,20.33,0.78,9.45
"6885",52,21,14,2,53,20,20.86,2.01,7.5
"6886",53,21,14,2,54,20,20.72,1.98,4.5
"6887",54,21,14,2,55,20,20.25,9.12,14.42
"6888",55,21,14,2,56,20,20.27,1.54,11.68
"6889",56,21,14,2,57,20,20.33,1.46,8.68
"6890",57,21,14,2,58,20,21.14,1.59,15.17
"6891",58,21,14,2,59,20,20.12,1.62,12.1
"6892",59,21,14,2,60,20,21.16,2.21,5.2
"6893",60,21,14,2,61,20,20.24,3.88,11.82
"6894",0,22,14,2,1,40,40.13,3.63,14.67
"6895",1,22,14,2,2,40,42.79,0.54,33.28
"6896",2,22,14,2,3,40,40.26,0.51,19.01
"6897",3,22,14,2,4,40,40.09,1.97,21.23
"6898",4,22,14,2,5,40,40.13,0.65,32.73
"6899",5,22,14,2,6,40,40.35,19.62,19.62
"6900",6,22,14,2,7,40,40.22,3.06,3.06
"6901",7,22,14,2,8,40,40.37,2.02,21.49
"6902",8,22,14,2,9,40,40.09,4.6,9.38
"6903",9,22,14,2,10,40,40.28,37.71,37.71
"6904",10,22,14,2,11,40,40.72,3.91,10.38
"6905",11,22,14,2,12,40,40.16,0.48,3.65
"6906",12,22,14,2,13,40,40.72,29.52,29.52
"6907",13,22,14,2,14,40,40.35,7.44,9.04
"6908",14,22,14,2,15,40,41.15,20.71,20.71
"6909",15,22,14,2,16,40,40.13,6.89,12.32
"6910",16,22,14,2,17,40,40.08,1.33,13.98
"6911",17,22,14,2,18,40,40.24,7.42,23.79
"6912",18,22,14,2,19,40,40.39,21.04,21.04
"6913",19,22,14,2,20,40,40.17,7.74,9.28
"6914",20,22,14,2,21,40,40.02,7.02,7.02
"6915",21,22,14,2,22,40,40.34,0.76,29.4
"6916",22,22,14,2,23,40,49.33,3.73,25.99
"6917",23,22,14,2,24,40,40.19,0.49,21.9
"6918",24,22,14,2,25,40,40.06,2.84,14.93
"6919",25,22,14,2,26,40,41.08,5.41,29.23
"6920",26,22,14,2,27,40,40.12,0.57,7.65
"6921",27,22,14,2,28,40,40.89,23.62,23.62
"6922",28,22,14,2,29,40,40.05,0.72,25.1
"6923",29,22,14,2,30,40,40.56,1.11,9.96
"6924",30,22,14,2,31,40,40.02,10.23,12.47
"6925",31,22,14,2,32,40,40.48,8.76,16.31
"6926",32,22,14,2,33,40,40.35,10,15.13
"6927",33,22,14,2,34,40,40.41,6.18,10.35
"6928",34,22,14,2,35,40,40.71,19.09,19.09
"6929",35,22,14,2,36,40,40.09,0.99,5.1
"6930",36,22,14,2,37,40,40.36,6.17,17.89
"6931",37,22,14,2,38,40,40.24,4.3,22.96
"6932",38,22,14,2,39,40,40.02,8.37,8.37
"6933",39,22,14,2,40,40,40.21,3.48,10.93
"6934",40,22,14,2,41,40,40.16,13.47,13.47
"6935",41,22,14,2,42,40,40.45,13.99,13.99
"6936",42,22,14,2,43,40,40.13,6.27,17.81
"6937",43,22,14,2,44,40,40.1,6.28,11.83
"6938",44,22,14,2,45,40,40.23,18.27,18.27
"6939",45,22,14,2,46,40,40.25,9.36,10.62
"6940",46,22,14,2,47,40,40.09,5.16,14.88
"6941",47,22,14,2,48,40,40.56,4.31,9.77
"6942",48,22,14,2,49,40,40.07,20.04,20.04
"6943",49,22,14,2,50,40,40.4,8.38,20.67
"6944",50,22,14,2,51,40,40.33,12.79,18.51
"6945",51,22,14,2,52,40,40.48,1.54,4.04
"6946",52,22,14,2,53,40,40.51,25.36,25.36
"6947",53,22,14,2,54,40,40.1,12.55,12.55
"6948",54,22,14,2,55,40,40.02,5.11,7.62
"6949",55,22,14,2,56,40,40.14,8.32,9.92
"6950",56,22,14,2,57,40,40.47,24.63,24.63
"6951",57,22,14,2,58,40,40.39,0.52,7.63
"6952",58,22,14,2,59,40,40.48,12.35,22.23
"6953",59,22,14,2,60,40,40.18,19.68,19.68
